lemma	lemma_orth	xpostag	llfpm10	lemma_freq	coda	c1	c2	lemma_syl_count	form_v	form_v_orth	suffix_v	freq_v	lfpm10v	suffix_nv	form_nv	form_nv_orth	freq_nv	lfpm10nv	odds_v	lo_v	varies	tag	tag_freq_in_dataset
foḏast	fogyaszt	[/V][Prs.NDef.3Pl]	2.9152615186654556	705093	st	s	t	2	foḏastanak	fogyasztanak	anak	52621	1.7881742126242093	nak	foḏastnak	fogyasztnak	9	-1.978742375018633	5846.777777777777	8.673645981258407	TRUE	3Pl (rajonganak)	440
küld	küld	[/V][Prs.NDef.3Pl]	3.329046184230405	1828231	ld	l	d	1	küldenek	küldenek	enek	49552	1.7620763035547538	nek	küldnek	küldnek	79	-1.0353577931675164	627.2405063291139	6.441330049745963	TRUE	3Pl (rajonganak)	440
teremt	teremt	[/V][Prs.NDef.3Pl]	2.9969798872652507	851069	mt	m	t	2	teremtenek	teremtenek	enek	44547	1.7158335775105404	nek	teremtnek	teremtnek	2	-2.6319548887939765	22273.5	10.011152910004226	TRUE	3Pl (rajonganak)	440
tart	tart	[/V][Prs.NDef.2Sg]	3.987109835917599	8319452	rt	r	t	1	tartas	tartasz	as	41142	1.6813005153910607	s	tarts	tartsz	185	-0.6658131560549441	222.38918918918918	5.404428951434094	TRUE	2Sg (rajongasz)	438
mond	mond	[/V][Prs.NDef.2Sg]	4.129447533832242	11546023	nd	n	d	1	mondas	mondasz	as	39605	1.6647651331678863	s	monds	mondsz	407	-0.3233904752327378	97.30958230958231	4.577897466455785	TRUE	2Sg (rajongasz)	438
ḏárt	gyárt	[/V][Prs.NDef.3Pl]	2.644984606286616	378416	rt	r	t	1	ḏártanak	gyártanak	anak	38159	1.648612100542327	nak	ḏártnak	gyártnak	12	-1.853803638410333	3179.9166666666665	8.06461026998012	TRUE	3Pl (rajonganak)	440
költ	költ	[/V][Prs.NDef.3Pl]	2.6688025015437415	399749	lt	l	t	1	költenek	költenek	enek	37867	1.6452760151953587	nek	költnek	költnek	12	-1.853803638410333	3155.5833333333335	8.056928649591235	TRUE	3Pl (rajonganak)	440
eḏetért	egyetért	[/V][Prs.NDef.3Pl]	2.6806793792943684	410832	rt	r	t	3	eḏetértenek	egyetértenek	enek	35284	1.6145929289478442	nek	eḏetértnek	egyetértnek	6	-2.1548336340743144	5880.666666666667	8.679425413150602	TRUE	3Pl (rajonganak)	440
ért	ért	[/V][Prs.NDef.2Sg]	3.4293511043012694	2303223	rt	r	t	1	értes	értesz	es	34591	1.605978232867311	s	érts	értsz	76	-1.0521712921771664	455.14473684210526	6.120615471316616	TRUE	2Sg (rajongasz)	438
hajt	hajt	[/V][Prs.NDef.3Pl]	2.919594521957997	712163	jt	j	t	1	hajtanak	hajtanak	anak	33773	1.5955847555549336	nak	hajtnak	hajtnak	18	-1.6777123793546518	1876.2777777777778	7.537045187782931	TRUE	3Pl (rajonganak)	440
ajánl	ajánl	[/V][Prs.NDef.3Pl]	3.322595137004172	1801275	nl	n	l	2	ajánlanak	ajánlanak	anak	30906	1.5570579158062647	nak	ajánlnak	ajánlnak	26	-1.5180115364871398	1188.6923076923076	7.080609080772158	TRUE	3Pl (rajonganak)	440
ost	oszt	[/V][Prs.NDef.3Pl]	3.0325272520246824	923660	st	s	t	1	ostanak	osztanak	anak	26269	1.486458656057534	nak	ostnak	osztnak	4	-2.3309248931299953	6567.25	8.789850454599907	TRUE	3Pl (rajonganak)	440
kezd	kezd	[/V][Prs.NDef.2Sg]	3.772113864625659	5071060	zd	z	d	1	kezdes	kezdesz	es	26079	1.483306049886882	s	kezds	kezdsz	8	-2.0298948974660145	3259.875	8.089444130067339	TRUE	2Sg (rajongasz)	438
válast	választ	[/V][Prs.NDef.2Sg]	3.596984538197973	3388203	st	s	t	2	válastas	választasz	as	23424	1.43667617492034	s	válasts	választsz	3	-2.455863629738295	7808	8.962904128092928	TRUE	2Sg (rajongasz)	438
dönt	dönt	[/V][Prs.NDef.2Sg]	3.394476429170933	2125501	nt	n	t	1	döntes	döntesz	es	22910	1.4270402047314397	s	dönts	döntsz	22	-1.5905622036357516	1041.3636363636363	6.948286322089225	TRUE	2Sg (rajongasz)	438
rejt	rejt	[/V][Prs.NDef.3Pl]	2.5010631926907587	271674	jt	j	t	1	rejtenek	rejtenek	enek	22724	1.4234998961472631	nek	rejtnek	rejtnek	22	-1.5905622036357516	1032.909090909091	6.940134460318702	TRUE	3Pl (rajonganak)	440
érint	érint	[/V][Prs.NDef.3Pl]	3.006391077264476	869713	nt	n	t	2	érintenek	érintenek	enek	20493	1.3786206555965097	nek	érintnek	érintnek	3	-2.455863629738295	6831	8.82922635473185	TRUE	3Pl (rajonganak)	440
örvend	örvend	[/V][Prs.NDef.3Pl]	2.1193126646506104	112797	nd	n	d	2	örvendenek	örvendenek	enek	18970	1.3450824464307047	nek	örvendnek	örvendnek	691	-0.09350683708375944	27.452966714905934	3.31247423916139	TRUE	3Pl (rajonganak)	440
kattint	kattint	[/V][Prs.NDef.2Sg]	3.101250403862836	1082020	nt	n	t	2	kattintas	kattintasz	as	17196	1.3024425519870115	s	kattints	kattintsz	36	-1.3766823836906703	477.6666666666667	6.168913139160062	TRUE	2Sg (rajongasz)	438
kering	kering	[/V][Prs.NDef.3Pl]	1.9960046439135095	84916	ng	n	g	2	keringenek	keringenek	enek	15387	1.254169069327458	nek	keringnek	keringnek	532	-0.20707325216290967	28.922932330827066	3.3646347867157336	TRUE	3Pl (rajonganak)	440
ért	ért	[/V][Prs.NDef.2Pl]	3.4293511043012694	2303223	rt	r	t	1	értetek	értetek	etek	14932	1.2411330967963092	tek	érttek	érttek	10	-1.9329848844579576	1493.2	7.308676747040429	TRUE	2Pl (rajongotok)	268
hord	hord	[/V][Prs.NDef.3Pl]	2.5559590570874056	308279	rd	r	d	1	hordanak	hordanak	anak	14922	1.2408421511956218	nak	hordnak	hordnak	38	-1.3532012878411477	392.6842105263158	5.973005753305074	TRUE	3Pl (rajonganak)	440
rajong	rajong	[/V][Prs.NDef.3Pl]	2.0252970219361894	90841	ng	n	g	2	rajonganak	rajonganak	anak	13803	1.2069886035265007	nak	rajongnak	rajongnak	309	-0.4430264050331232	44.66990291262136	3.7992999619258327	TRUE	3Pl (rajonganak)	440
küzd	küzd	[/V][Prs.NDef.2Sg]	2.8842471998392543	656496	zd	z	d	1	küzdes	küzdesz	es	13677	1.2030059624636669	s	küzds	küzdsz	9	-1.978742375018633	1519.6666666666667	7.326246291545332	TRUE	2Sg (rajongasz)	438
fešt	fest	[/V][Prs.NDef.3Pl]	2.6777795819372385	408098	št	š	t	1	feštenek	festenek	enek	13412	1.1945086602988246	nek	feštnek	festnek	1	-2.932984884457958	13412	9.50390510758612	TRUE	3Pl (rajonganak)	440
tölt	tölt	[/V][Prs.NDef.2Sg]	3.4380290110614276	2349708	lt	l	t	1	töltes	töltesz	es	12150	1.151591393476373	s	tölts	töltsz	8	-2.0298948974660145	1518.75	7.3256429070888585	TRUE	2Sg (rajongasz)	438
árt	árt	[/V][Prs.NDef.3Pl]	2.658968559291343	390799	rt	r	t	1	ártanak	ártanak	anak	11801	1.1389339259058484	nak	ártnak	ártnak	6	-2.1548336340743144	1966.8333333333333	7.584180083397694	TRUE	3Pl (rajonganak)	440
kattint	kattint	[/V][Prs.NDef.3Pl]	3.101250403862836	1082020	nt	n	t	2	kattintanak	kattintanak	anak	11418	1.1246051542127062	nak	kattintnak	kattintnak	44	-1.2895322079717704	259.5	5.558756702605943	TRUE	3Pl (rajonganak)	440
kösönt	köszönt	[/V][Prs.1Sg›2]	2.6232584999815622	359951	nt	n	t	2	kösöntelek	köszöntelek	elek	11057	1.1106524251346128	lek	kösöntlek	köszöntlek	549	-0.1934125400078659	20.140255009107467	3.0027205490328712	TRUE	1Sg›2 (rajongalak)	228
termest	termeszt	[/V][Prs.NDef.3Pl]	1.952517684470458	76825	st	s	t	2	termestenek	termesztenek	enek	10902	1.10452129323372	nek	termestnek	termesztnek	2	-2.6319548887939765	5451	8.603554357064281	TRUE	3Pl (rajonganak)	440
támast	támaszt	[/V][Prs.NDef.3Pl]	2.412676973025972	221647	st	s	t	2	támastanak	támasztanak	anak	10677	1.0954643582655506	nak	támastnak	támasztnak	3	-2.455863629738295	3559	8.177234885510194	TRUE	3Pl (rajonganak)	440
terjest	terjeszt	[/V][Prs.NDef.3Pl]	2.4984882437993483	270068	st	s	t	2	terjestenek	terjesztenek	enek	10345	1.0817456105437957	nek	terjestnek	terjesztnek	1	-2.932984884457958	10345	9.244258590179644	TRUE	3Pl (rajonganak)	440
küld	küld	[/V][Prs.NDef.2Sg]	3.329046184230405	1828231	ld	l	d	1	küldes	küldesz	es	9413	1.0407431742300697	s	külds	küldsz	38	-1.3532012878411477	247.71052631578948	5.512260831820835	TRUE	2Sg (rajongasz)	438
veršeng	verseng	[/V][Prs.NDef.3Pl]	1.673041590197379	40367	ng	n	g	2	veršengenek	versengenek	enek	9319	1.0363844272755696	nek	veršengnek	versengnek	327	-0.4184371317976717	28.498470948012233	3.349850434888402	TRUE	3Pl (rajonganak)	440
ejt	ejt	[/V][Prs.NDef.3Pl]	2.54627650321544	301482	jt	j	t	1	ejtenek	ejtenek	enek	9137	1.027818740453812	nek	ejtnek	ejtnek	4	-2.3309248931299953	2284.25	7.73379302187873	TRUE	3Pl (rajonganak)	440
edz	edz	[/V][Prs.NDef.3Pl]	2.3313488081092952	183795	dz	d	z	1	edzenek	edzenek	enek	9134	1.027676122813024	nek	edznek	edznek	9	-1.978742375018633	1014.8888888888889	6.922534416408725	TRUE	3Pl (rajonganak)	440
kelt	kelt	[/V][Prs.NDef.2Sg]	2.7981185534768014	538398	lt	l	t	1	keltes	keltesz	es	8990	1.020774807275271	s	kelts	keltsz	2	-2.6319548887939765	4495	8.410720946905721	TRUE	2Sg (rajongasz)	438
foḏast	fogyaszt	[/V][Prs.NDef.2Sg]	2.9152615186654556	705093	st	s	t	2	foḏastas	fogyasztasz	as	8874	1.0151345399225782	s	foḏasts	fogyasztsz	3	-2.455863629738295	2958	7.992268643270745	TRUE	2Sg (rajongasz)	438
ellentmond	ellentmond	[/V][Prs.NDef.3Pl]	1.8501894968434336	60698	nd	n	d	3	ellentmondanak	ellentmondanak	anak	8598	1.0014125563230305	nak	ellentmondnak	ellentmondnak	29	-1.4705868865590015	296.48275862068965	5.691989067069753	TRUE	3Pl (rajonganak)	440
old	old	[/V][Prs.NDef.3Pl]	2.8249058973828483	572652	ld	l	d	1	oldanak	oldanak	anak	7809	0.9596105383709403	nak	oldnak	oldnak	15	-1.756893625402277	520.6	6.254981992560465	TRUE	3Pl (rajonganak)	440
eḏetért	egyetért	[/V][Prs.NDef.2Sg]	2.6806793792943684	410832	rt	r	t	3	eḏetértes	egyetértesz	es	7768	0.9573243324419906	s	eḏetérts	egyetértsz	7	-2.087886844443701	1109.7142857142858	7.011857860915848	TRUE	2Sg (rajongasz)	438
kiált	kiált	[/V][Prs.NDef.3Pl]	2.355172642073583	194159	lt	l	t	2	kiáltanak	kiáltanak	anak	7741	0.955812182998723	nak	kiáltnak	kiáltnak	29	-1.4705868865590015	266.9310344827586	5.586990327218239	TRUE	3Pl (rajonganak)	440
árast	áraszt	[/V][Prs.NDef.3Pl]	2.0384301389270374	93630	st	s	t	2	árastanak	árasztanak	anak	7527	0.9436370315763152	nak	árastnak	árasztnak	1	-2.932984884457958	7527	8.926251835034533	TRUE	3Pl (rajonganak)	440
tart	tart	[/V][Prs.NDef.2Pl]	3.987109835917599	8319452	rt	r	t	1	tartotok	tartotok	otok	7279	0.9290868349220364	tok	tarttok	tarttok	14	-1.7868568487797198	519.9285714285714	6.253691439502999	TRUE	2Pl (rajongotok)	268
ért	ért	[/V][Prs.1Sg›2]	3.4293511043012694	2303223	rt	r	t	1	értelek	értelek	elek	7233	0.9263335806391584	lek	értlek	értlek	128	-0.8257749148100895	56.5078125	4.034378902929664	TRUE	1Sg›2 (rajongalak)	228
int	int	[/V][Prs.NDef.3Pl]	2.329181328593249	182880	nt	n	t	1	intenek	intenek	enek	6982	0.9109949600202022	nek	intnek	intnek	7	-2.087886844443701	997.4285714285714	6.905180538609668	TRUE	3Pl (rajonganak)	440
tekint	tekint	[/V][Prs.NDef.2Sg]	3.253129436802632	1535021	nt	n	t	2	tekintes	tekintesz	es	6947	0.9088124144163976	s	tekints	tekintsz	63	-1.133644335004376	110.26984126984127	4.702930464301348	TRUE	2Sg (rajongasz)	438
reng	reng	[/V][Prs.NDef.2Pl]	1.2320515955366076	14623	ng	n	g	1	rengetek	rengetek	etek	6867	0.9037821629362476	tek	rengtek	rengtek	44	-1.2895322079717704	156.0681818181818	5.0502929747024154	TRUE	2Pl (rajongotok)	268
ḏújt	gyújt	[/V][Prs.NDef.3Pl]	2.117290442944573	112273	jt	j	t	1	ḏújtanak	gyújtanak	anak	6310	0.8670444747861765	nak	ḏújtnak	gyújtnak	3	-2.455863629738295	2103.3333333333335	7.6512786668671495	TRUE	3Pl (rajonganak)	440
ront	ront	[/V][Prs.NDef.3Pl]	2.498256616638663	269924	nt	n	t	1	rontanak	rontanak	anak	6283	0.8651821752579814	nak	rontnak	rontnak	11	-1.8915921992997329	571.1818181818181	6.3477075796045765	TRUE	3Pl (rajonganak)	440
vált	vált	[/V][Prs.NDef.2Sg]	3.138701646345799	1179469	lt	l	t	1	váltas	váltasz	as	5874	0.8359490577288237	s	válts	váltsz	14	-1.7868568487797198	419.57142857142856	6.039233782143307	TRUE	2Sg (rajongasz)	438
tart	tart	[/V][Prs.1Sg›2]	3.987109835917599	8319452	rt	r	t	1	tartalak	tartalak	alak	5730	0.8251697375094321	lak	tartlak	tartlak	91	-0.9739434921368644	62.967032967032964	4.142611303191935	TRUE	1Sg›2 (rajongalak)	228
teremt	teremt	[/V][Prs.NDef.2Sg]	2.9969798872652507	851069	mt	m	t	2	teremtes	teremtesz	es	5528	0.8095831499081841	s	teremts	teremtsz	17	-1.702535963079684	325.1764705882353	5.784368021391289	TRUE	2Sg (rajongasz)	438
kering	kering	[/V][Prs.NDef.2Pl]	1.9960046439135095	84916	ng	n	g	2	keringetek	keringetek	etek	13	-1.819041532151121	tek	keringtek	keringtek	5312	0.7922731819020032	0.002447289156626506	-6.012774333694733	TRUE	2Pl (rajongotok)	268
šért	sért	[/V][Prs.NDef.3Pl]	2.445578344004525	239091	rt	r	t	1	šértenek	sértenek	enek	5039	0.7693594738978109	nek	šértnek	sértnek	3	-2.455863629738295	1679.6666666666667	7.426350640012489	TRUE	3Pl (rajonganak)	440
önt	önt	[/V][Prs.NDef.3Pl]	2.628092636201345	363980	nt	n	t	1	öntenek	öntenek	enek	4980	0.7642444583017597	nek	öntnek	öntnek	3	-2.455863629738295	1660	7.414572881350589	TRUE	3Pl (rajonganak)	440
költ	költ	[/V][Prs.NDef.2Sg]	2.6688025015437415	399749	lt	l	t	1	költes	költesz	es	4852	0.7529359077365775	s	költs	költsz	8	-2.0298948974660145	606.5	6.407704728384105	TRUE	2Sg (rajongasz)	438
čeng	cseng	[/V][Prs.NDef.3Pl]	1.8314154384984305	58130	ng	n	g	1	čengenek	csengenek	enek	4808	0.7489795745367253	nek	čengnek	csengnek	560	-0.18479685745175745	8.585714285714285	2.1500996924858486	TRUE	3Pl (rajonganak)	440
hord	hord	[/V][Prs.NDef.2Sg]	2.5559590570874056	308279	rd	r	d	1	hordas	hordasz	as	4467	0.7170310680138807	s	hords	hordsz	62	-1.140593194959704	72.04838709677419	4.277337936307027	TRUE	2Sg (rajongasz)	438
bont	bont	[/V][Prs.NDef.3Pl]	2.508831177112865	276577	nt	n	t	1	bontanak	bontanak	anak	4306	0.7010891410295106	nak	bontnak	bontnak	3	-2.455863629738295	1435.3333333333333	7.269152389256199	TRUE	3Pl (rajonganak)	440
ébrest	ébreszt	[/V][Prs.NDef.3Pl]	2.0144439356578423	88599	st	s	t	2	ébrestenek	ébresztenek	enek	4285	0.6989659418012591	nek	ébrestnek	ébresztnek	1	-2.932984884457958	4285	8.36287583103188	TRUE	3Pl (rajonganak)	440
tolong	tolong	[/V][Prs.NDef.3Pl]	1.2105607427804643	13917	ng	n	g	2	tolonganak	tolonganak	anak	4170	0.6871511705157997	nak	tolongnak	tolongnak	316	-0.433297801839554	13.19620253164557	2.579929101205935	TRUE	3Pl (rajonganak)	440
vest	veszt	[/V][Prs.NDef.3Pl]	2.6514582920249814	384099	st	s	t	1	vestenek	vesztenek	enek	3860	0.6536024202137971	nek	vestnek	vesztnek	19	-1.654231283505129	203.1578947368421	5.313983483292436	TRUE	3Pl (rajonganak)	440
megért	megért	[/V][Prs.1Sg›2]	2.9406855700837777	747602	rt	r	t	2	megértelek	megértelek	elek	3786	0.6451957251698202	lek	megértlek	megértlek	36	-1.3766823836906703	105.16666666666667	4.655546393313158	TRUE	1Sg›2 (rajongalak)	228
áld	áld	[/V][Prs.1Sg›2]	1.9847463785340496	82743	ld	l	d	1	áldalak	áldalak	alak	3776	0.6440471011680735	lak	áldlak	áldlak	203	-0.6254888465447449	18.600985221674875	2.923214548223604	TRUE	1Sg›2 (rajongalak)	228
ságuld	száguld	[/V][Prs.NDef.3Pl]	1.6960677532704322	42565	ld	l	d	2	ságuldanak	száguldanak	anak	3516	0.6130639819437764	nak	ságuldnak	száguldnak	32	-1.427834906138052	109.875	4.6993433560053415	TRUE	3Pl (rajonganak)	440
ḏűjt	gyűjt	[/V][Prs.NDef.2Sg]	2.9400629622305536	746531	jt	j	t	1	ḏűjtes	gyűjtesz	es	3317	0.5877605870615245	s	ḏűjts	gyűjtsz	7	-2.087886844443701	473.85714285714283	6.1609058898917395	TRUE	2Sg (rajongasz)	438
rajong	rajong	[/V][Prs.NDef.2Sg]	2.0252970219361894	90841	ng	n	g	2	rajongas	rajongasz	as	202	-0.627633515011334	s	rajongs	rajongsz	3314	0.5873676196253601	0.06095353047676524	-2.7976435005853033	TRUE	2Sg (rajongasz)	438
erest	ereszt	[/V][Prs.NDef.3Pl]	2.0182700425231386	89383	st	s	t	2	erestenek	eresztenek	enek	3168	0.567800288459498	nek	erestnek	eresztnek	3	-2.455863629738295	1056	6.962243464266207	TRUE	3Pl (rajonganak)	440
sorong	szorong	[/V][Prs.NDef.3Pl]	1.6523630266366331	38490	ng	n	g	2	soronganak	szoronganak	anak	3148	0.5650498392290692	nak	sorongnak	szorongnak	255	-0.5264447040240027	12.345098039215687	2.5132590643788677	TRUE	3Pl (rajonganak)	440
veršeng	verseng	[/V][Prs.NDef.2Pl]	1.673041590197379	40367	ng	n	g	2	veršengetek	versengetek	etek	34	-1.4015059674157029	tek	veršengtek	versengtek	3139	0.5638064312420846	0.01083147499203568	-4.525299032225792	TRUE	2Pl (rajongotok)	268
ṉújt	nyújt	[/V][Prs.NDef.2Sg]	3.490448433130639	2651144	jt	j	t	1	ṉújtas	nyújtasz	as	3112	0.5600547038596935	s	ṉújts	nyújtsz	53	-1.2087090148571689	58.716981132075475	4.0727289717461606	TRUE	2Sg (rajongasz)	438
tilt	tilt	[/V][Prs.NDef.3Pl]	2.4688841658205796	252272	lt	l	t	1	tiltanak	tiltanak	anak	3102	0.5586569090196283	nak	tiltnak	tiltnak	2	-2.6319548887939765	1551	7.346655163176539	TRUE	3Pl (rajonganak)	440
óhajt	óhajt	[/V][Prs.NDef.3Pl]	1.6797460062903842	40995	jt	j	t	2	óhajtanak	óhajtanak	anak	3102	0.5586569090196283	nak	óhajtnak	óhajtnak	9	-1.978742375018633	344.6666666666667	5.8425777664002645	TRUE	3Pl (rajonganak)	440
árt	árt	[/V][Prs.NDef.2Sg]	2.658968559291343	390799	rt	r	t	1	ártas	ártasz	as	2962	0.5386001697272318	s	árts	ártsz	46	-1.2702270527763837	64.3913043478261	4.164978598338649	TRUE	2Sg (rajongasz)	438
ajánl	ajánl	[/V][Prs.NDef.2Sg]	3.322595137004172	1801275	nl	n	l	2	ajánlas	ajánlasz	as	2948	0.536542594729056	s	ajánls	ajánlsz	111	-0.8876619056713004	26.55855855855856	3.2793520519968933	TRUE	2Sg (rajongasz)	438
bojong	bolyong	[/V][Prs.NDef.3Pl]	1.5543797744589725	30716	ng	n	g	2	bojonganak	bolyonganak	anak	2855	0.522621228123909	nak	bojongnak	bolyongnak	273	-0.49682223741720183	10.457875457875458	2.347355326905151	TRUE	3Pl (rajonganak)	440
zeng	zeng	[/V][Prs.NDef.3Pl]	1.7743979085034178	50978	ng	n	g	1	zengenek	zengenek	enek	2728	0.5028594815264835	nek	zengnek	zengnek	995	0.06483819628776764	2.741708542713568	1.00858128180476	TRUE	3Pl (rajonganak)	440
ragast	ragaszt	[/V][Prs.NDef.3Pl]	2.1034803212938553	108759	st	s	t	2	ragastanak	ragasztanak	anak	2659	0.49173345287360926	nak	ragastnak	ragasztnak	1	-2.932984884457958	2659	7.88570539124302	TRUE	3Pl (rajonganak)	440
örvend	örvend	[/V][Prs.NDef.2Pl]	2.1193126646506104	112797	nd	n	d	2	örvendetek	örvendetek	etek	21	-1.6107655897240385	tek	örvendtek	örvendtek	2639	0.4884545057620919	0.007957559681697613	-4.833632898779901	TRUE	2Pl (rajongotok)	268
hajt	hajt	[/V][Prs.NDef.2Sg]	2.919594521957997	712163	jt	j	t	1	hajtas	hajtasz	as	2632	0.4873010004839601	s	hajts	hajtsz	9	-1.978742375018633	292.44444444444446	5.678274715108988	TRUE	2Sg (rajongasz)	438
gerjest	gerjeszt	[/V][Prs.NDef.3Pl]	1.5671280377017365	31631	st	s	t	2	gerjestenek	gerjesztenek	enek	2454	0.4568896739330277	nek	gerjestnek	gerjesztnek	1	-2.932984884457958	2454	7.805474625270857	TRUE	3Pl (rajonganak)	440
ment	ment	[/V][Prs.NDef.2Pl]	2.6656885548669886	396893	nt	n	t	1	mentetek	mentetek	etek	2438	0.4540488168244052	tek	menttek	menttek	20	-1.6319548887939763	121.9	4.803201036487226	TRUE	2Pl (rajongotok)	268
mond	mond	[/V][Prs.NDef.2Pl]	4.129447533832242	11546023	nd	n	d	1	mondotok	mondotok	otok	1909	0.34782104393570895	tok	mondtok	mondtok	2410	0.44903215811691055	0.7921161825726141	-0.2330472027589531	TRUE	2Pl (rajongotok)	268
akast	akaszt	[/V][Prs.NDef.3Pl]	2.0187556513332554	89483	st	s	t	2	akastanak	akasztanak	anak	2402	0.4475881186089294	nak	akastnak	akasztnak	6	-2.1548336340743144	400.3333333333333	5.9922975334118735	TRUE	3Pl (rajonganak)	440
ajánl	ajánl	[/V][Prs.NDef.2Pl]	3.322595137004172	1801275	nl	n	l	2	ajánlotok	ajánlotok	otok	2389	0.44523126529192	tok	ajánltok	ajánltok	15	-1.756893625402277	159.26666666666668	5.070579946223599	TRUE	2Pl (rajongotok)	268
válast	választ	[/V][Prs.NDef.2Pl]	3.596984538197973	3388203	st	s	t	2	válastotok	választotok	otok	2083	0.3857043854897881	tok	válasttok	választtok	2	-2.6319548887939765	1041.5	6.948417260701027	TRUE	2Pl (rajongotok)	268
üvölt	üvölt	[/V][Prs.NDef.3Pl]	1.8333164000862288	58385	lt	l	t	2	üvöltenek	üvöltenek	enek	1976	0.3628020557936515	nek	üvöltnek	üvöltnek	5	-2.234014880121939	395.2	5.979391965873713	TRUE	3Pl (rajonganak)	440
šújt	sújt	[/V][Prs.NDef.3Pl]	2.2020777650972594	136478	jt	j	t	1	šújtanak	sújtanak	anak	1910	0.3480484827897697	nak	šújtnak	sújtnak	1	-2.932984884457958	1910	7.554858521040676	TRUE	3Pl (rajonganak)	440
megért	megért	[/V][Prs.NDef.2Sg]	2.9406855700837777	747602	rt	r	t	2	megértes	megértesz	es	1897	0.34508244643070474	s	megérts	megértsz	5	-2.234014880121939	379.4	5.938591057500914	TRUE	2Sg (rajongasz)	438
küld	küld	[/V][Prs.1Sg›2]	3.329046184230405	1828231	ld	l	d	1	küldelek	küldelek	elek	1871	0.33908890304205214	lek	küldlek	küldlek	68	-1.1004759717517214	27.514705882352942	3.314720621097983	TRUE	1Sg›2 (rajongalak)	228
olt	olt	[/V][Prs.NDef.3Pl]	2.01363438478017	88434	lt	l	t	1	oltanak	oltanak	anak	1854	0.33512484535052045	nak	oltnak	oltnak	1	-2.932984884457958	1854	7.5251007461258	TRUE	3Pl (rajonganak)	440
eḏetért	egyetért	[/V][Prs.NDef.2Pl]	2.6806793792943684	410832	rt	r	t	3	eḏetértetek	egyetértetek	etek	1615	0.27518764220916386	tek	eḏetérttek	egyetérttek	42	-1.3097355940600577	38.45238095238095	3.6494206173733885	TRUE	2Pl (rajongotok)	268
pillant	pillant	[/V][Prs.NDef.2Sg]	2.0275762625908595	91319	nt	n	t	2	pillantas	pillantasz	as	1613	0.27464948293100366	s	pillants	pillantsz	22	-1.5905622036357516	73.31818181818181	4.294808624766893	TRUE	2Sg (rajongasz)	438
